"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
50,"english",0,"Female",55,"",NA,"Yes","1.00",3
51,"English",1,"Female",21,"No",NA,"Yes",".25",3
52,"English",1,"Female",40,"no",NA,"Yes","yes",3
53,"English",1,"Male",24,"No",NA,"Yes","0.25",2
54,"English",0,"Female",36,"No. ","","Yes",".35",3
55,"english",1,"Female",55,"No!","I appreciated the opportunity to participate!","Yes","$0.25",3
56,"english",0,"Female",43,"none","","Yes","25",3
57,"English",1,"Other",23,"No","","Yes","0.25",2
58,"English",0,"Female",46,"no","no","Yes","yes",2
59,"English",0,"Male",37,"","","Yes",".25",2
60,"English",1,"Female",30,"","","Yes",".25",3
61,"",0,"Female",61,"","","Confused","",3
62,"English",1,"Female",34,"","","Yes",".25",1
63,"English",1,"Male",34,"","","Yes",".25",2
64,"english",1,"Male",60,"none","","No","yes",3
65,"English",1,"Male",60,"no","","Yes","yes",2
66,"English",0,"Male",30,"","","Yes",".25",3
67,"english",0,"Female",27,"","","Yes",".25",3
68,"English",0,"Female",39,"no","","Yes",".40",2
69,"English",1,"Female",38,"No","None","Yes",".25",1
70,"English",1,"Female",37,"no problems","no problems","Yes","0.30",2
71,"English",1,"Male",26,"","","Yes","Yes",3
72,"English",0,"Female",40,"","","Yes",".25",2
73,"english",0,"Female",27,"no","","Confused","yes",1
74,"English",1,"Male",46,"No.","","Yes","0.25",2
75,"English",0,"Male",65,"no","","Yes",".50",2
76,"english",0,"Female",33,"none","","Yes",".40",3
77,"English",0,"Male",36,"None","None","Yes","A little better pay would be nice but it was acceptable.",2
78,"English",1,"Male",21,"No.","","Yes",".50",2
79,"English",1,"Female",32,"none","","Yes",".25",2
80,"English",1,"Female",28,"No","","Yes","0.25",2
81,"English",1,"Female",31,"","","Yes","0.30",2
82,"english",1,"Male",24,"","","Yes",".10c/min is the usual rate.",3
83,"English",1,"Male",43,"No.","Thank you.","Yes","35  ",4
84,"English",-1,"Male",34,"no","anything paying less than $0.50 shouldn&quotechart require typing.","Yes","$0.50",3
85,"English",0,"",53,"no","","Yes",".50",3
86,"English",0,"Male",31,"No","","Yes","0.25",3
87,"english",0,"Female",30,"","","Yes","yes",2
88,"English",1,"Female",53,"No","It was hard to decide on the yes or no because 70 grew tall. Thank you.","Yes","",3
89,"English",1,"Female",49,"no","","Confused",".25",3
90,"English",1,"Male",20,"",NA,"Yes","0.50",2
91,"english",0,"Male",22,"no",NA,"Yes","yes",3
92,"english",0,"Female",35,"no",NA,"Yes","yes",2
93,"English",0,"Male",40,"",NA,"Yes","yes",2
94,"English",0,"Male",20,"no",NA,"Confused",".50",2
95,"english",0,"Male",35,"The question regarding listing a number was unclear",NA,"Confused",".45",4
96,"English",1,"Male",37,"None I saw.",NA,"Yes",".25",0
97,"English",1,"Female",24,"No",NA,"Yes","Yes",3
98,"English",1,"Female",36,"",NA,"Yes",".25",3
99,"english",1,"Male",39,"no","nope","No","yes",3
100,"English",0,"Male",33,"","","Yes",".25",3
101,"English",0,"Male",32,"NO","","Yes","0.25",2
102,"english",0,"Male",31,"no","","Yes",".25",2
103,"English",0,"Female",32,"Not that I noticed","Thank you","Yes",".25-.30",2
104,"English",0,"Male",41,"no","","Yes",".25",3
105,"English",1,"Male",21,"No","","Yes",".25",2
106,"English",0,"Male",34,"No","","Yes","$0.25",2
107,"English",0,"Male",35,"No problems, thanks","","Yes","yes",3
108,"english",1,"Male",40,"no","","Yes",".30",3
109,"English",0,"Female",31,"Everything displayed fine.","","Yes",".25",3
110,"English",1,"Female",22,"None","","Yes","0.25",3
111,"English",1,"Male",37,"","","Yes","yes",3
112,"English",1,"Female",40,"no problems or bugs","Having clearer instructions at the beginning of the HIT will ensure quality work.  Mturk workers want to successfully complete HITs but we must have clear instructions to do so. ","Confused",".25",3
113,"english",0,"Female",29,"no","","Yes",".15",3
114,"",99,"",NA,"","","Yes","",-1
115,"ENGLISH",1,"Male",23,"","","Yes",".50",3
116,"English",0,"Male",37,"Nope","","Yes","Yes",4
117,"English",1,"Female",52,"no","","Yes",".25",3
118,"English",0,"Male",48,"","","Yes","",3
119,"turkish",1,"Female",38,"no","","Yes","yes",3
120,"English",1,"Male",25,"No","None.","Yes",".25",2
121,"English",1,"Female",21,"no","","Yes",".30",3
122,"english, tagalog",0,"Female",30,"no","","Yes","yes",2
123,"english",1,"Male",27,"None.","","Yes","Yes",1
124,"English",0,"Male",28,"No","","Yes",".25",1
125,"English",1,"Male",24,"No","Thanks for fair pay.","Yes","0.3",1
126,"English",0,"Male",29,"Just that the results were lost at one point.","Nope. Thanks!","Yes",".25 seems fair.",2
127,"English",0,"Female",43,"","","Yes","$0.30",3
128,"",0,"Female",58,"no","took longer than stated","Yes","40",-1
129,"English/Spanish",1,"Male",26,"I don&quotechart think so, unless they didn&quotechart have anything as a control. but they probably don&quotechart need it since it&quotechars either sleepy or not. 5 out of the lot made every single animal sleepy so I&quotechard say if this experiment was real, it was a success. ","","Yes","yes",2
130,"english",0,"Male",46,"no","","Yes","yes",3
131,"",1,"Female",NA,"","","Yes",".25",-1
132,"",99,"",NA,"","","Yes","",-1
133,"english",0,"Female",39,"no","no","Yes",".50",2
134,"English",0,"Female",21,"","""Fertilizer C� - Your Grink Will Grow Faster Than You Think!""","Yes","0.25",2
135,"ENGLISH",0,"Male",24,"NO","","No",".25",2
136,"English",1,"Male",26,"No problems","","Yes","0.25",3
137,"English",1,"Male",61,"","","Yes",".25",3
138,"english",0,"Female",27,"no","","Yes","yes",2
139,"english",0,"Female",35,"no","","Yes",".25",3
140,"English",1,"Male",48,"FIST page Herb A was 99/100. If you mean HOW many herbs were tried (LAST Page) I was 10 or Herbs A - H.","FIRST page Herb A was 99/100. If you mean HOW many herbs were tried (LAST Page) I was 10 or Herbs A - H.","Yes","yes",3
141,"English",1,"Male",36,"","I wasn&quotechart able to guess the point of this experiment, I have no idea.","Yes",".30",3
142,"English",0,"Other",21,"","","Yes","$.50",2
143,"English",0,"Male",38,"no problems","","Yes",".30",2
144,"English",1,"Male",46,"I did not notice any problems or bugs.","","Yes","0.25",2
145,"English",1,"Male",38,"No","Thank you for inviting me to participate.","Yes","$0.50",2
146,"English",1,"Female",26,"","","Yes","0.30",2
147,"English",0,"Female",44,"No","","Yes",".25",2
148,"English",0,"Female",51,"no","","Yes",".25",2
149,"english",0,"Male",29,"no","","No","yes",3
150,"English",1,"Female",35,"no","","Yes",".25",3
151,"ENGLISH",1,"Male",30,"NO","","Yes",".50",3
152,"English",1,"Male",43,"No problems.","Thanks for the survey.","Yes","0.30",3
153,"English",1,"Female",53,"no but there were wugs","thanks","Yes",".25",3
154,"English",0,"Female",20,"No.","","Yes",".50",1
155,"English",1,"Female",35,"no problems at all","none at this time","Yes",".25",2
156,"English",0,"Female",42,"no","","Confused",".25",2
157,"English",1,"Female",32,"","","Yes",".25",2
158,"English",1,"Male",42,"no","Thank you","Yes","yes",1
159,"English",0,"Male",40,"no","","Yes",".25",3
160,"English",1,"Female",24,"Not to my knowledge","","Yes",".25",3
161,"english",0,"Female",53,"no problems","no comments","Yes",".20",3
162,"English",0,"Male",26,"Nope.","","Yes",".25",3
163,"English",1,"Female",51,"no","","Yes",".60",1
164,"English",0,"Male",28,"","interesting survey","Yes","yes",2
165,"English",0,"Male",26,"","","Yes","0.25",3
166,"English",0,"Female",60,"no","","Yes","50",2
167,"English",0,"Female",53,"","","Yes","",3
168,"English",1,"Male",25,"The last question that stated, please input a number from the first page. I&quotecharm not sure what the first page was, specifically.","","Yes","30",3
169,"english",0,"Male",25,"no","","Yes","this is fine",3
170,"english",0,"Male",33,"none","","Yes",".50",3
171,"English",1,"Female",49,"No","","Yes","0.50",3
172,"English",1,"Male",38,"No problems","None","Yes",".25",2
173,"English",0,"Male",33,"Not at all","simple","Yes","50 cents",3
174,"English",1,"Male",22,"No, but there were ollers. ","","Yes",".25",1
175,"English",0,"Female",26,"no","","Yes","ok",3
176,"english",0,"Male",53,"no","none","Yes",".25",1
177,"English",1,"Male",27,"No, it was perfectly clear and bug-free.","This was a lot of fun!","Yes","$0.25",2
178,"English",0,"Female",24,"","","Yes","0.25",3
179,"English",0,"Male",49,"","","Yes",".25",4
180,"English",1,"Male",48,"No","","Yes","Yes",1
181,"English",1,"Male",47,"No problems","Interesting hit.  A quarter seems a fair price.","No","0.25",3
182,"English",0,"Female",23,"","","Yes","yes",2
183,"cebuano",0,"Male",42,"no","","Yes","$1",3
184,"English",0,"Male",32,"","","Yes","Yes",3
185,"English",1,"Female",60,"no","","Yes",".50",2
186,"English",1,"Female",32,"No.","","Yes","0.25",4
187,"English",0,"Female",36,"No.","","Yes","$.30",2
188,"ENGLISH",0,"Female",23,"NONE","","Yes","0.25",3
189,"English",0,"Male",30,"no","","Yes","yes",3
190,"English",1,"Male",40,"no","It seems that all fertilizers helped make these plants grow tall (no worse than 98%), except for fertilizer B, at just 70%. So I judged that it was not effective in helping plants grow tall.","Yes","$0.25",3
191,"English",0,"Male",25,"","","Yes","",3
192,"English",0,"Female",24,"No","","Yes","$0.25",4
193,"english",1,"Male",35,"","that was  fun!","Yes",".25",2
194,"English",1,"Male",23,"","","Yes",".25",2
195,"english",0,"Female",30,"no","","Yes",".50",3
196,"English",1,"Female",24,"","","Yes",".25",3
197,"English",1,"Female",29,"no","","Yes","yes",2
198,"English",0,"Male",29,"N/A","","Yes","Yes",4
199,"English",0,"Female",39,"None that I know of","Would be interesting to see results","Yes",".25",3
